,標題,看板名稱
142,[新聞] NBA／百大球星字母哥力壓約柯奇 詹皇排名,NBA
143,[新聞] 不忘前東家栽培之恩 唐西奇：若回歐洲必加,NBA
144,[花邊] KI發推聲援因戰爭而受迫害的平民,NBA
145,[情報] ESPN公佈新賽季百大球員前十,NBA
146,[新聞] Antetokounmpo蟬聯《ESPN》季前排名首,NBA
147,[討論] 淺談金塊的幾位小將,NBA
148,[花邊] Jayson Tatum 選出現役技術最佳球員Top 5,NBA
149,[Live] 熱身賽  魔術 @ 騎士,NBA
150,[Live] 熱身賽  活塞 @ 雷霆,NBA
151,[Live] 熱身賽  黃蜂 @ 巫師,NBA
152,[Live] 熱身賽  灰熊 @ 老鷹,NBA
153,[Live] 熱身賽    Maccabi Ra'anana @ 籃網,NBA
154,[Live] 熱身賽    火箭 @ 鵜鶘,NBA
155,[Live] 熱身賽    金塊 @ 公牛,NBA
156,[花邊] 一名西雅圖Westbrook粉絲穿著8件球衣去看比賽,NBA
157,[花邊] Dillon Brooks 遭到罰款2萬5000元,NBA
158,[BOX ] Magic 108:105 Cavaliers (Preseason),NBA
159,[BOX ] Hornets 92:98 Wizards (Preseason),NBA
160,[Live] 熱身賽  太陽 @ 拓荒者,NBA
161,[BOX ] Pistons 128:125 Thunder (Preseason),NBA
162,[BOX ] Maccabi Ra'anana 103:135 Nets (Preseason),NBA
163,[BOX ] Grizzlies 102:103 Hawks (Preseason),NBA
164,[花邊] Kevin Love分享他的西裝穿搭哲學,NBA
165,[情報] 黃蜂裁掉Kai Jones,NBA
166,[外絮] 聯盟稱「負載管理」不再受科學證據支持,NBA
167,[Live] 熱身賽  青賽 @ 七六人,NBA
168,[花邊] 小橋因違反保護令而再次收到逮捕令,NBA
169,[情報] 字母哥 & Lillard 將在面對湖人熱身賽登場,NBA
170,[BOX ] Celtics 112:101 76ers (Preseason),NBA
171,[Live] 熱身賽  國王 @ 湖人,NBA
172,[花邊] LBJ IG: 祈禱和平以及對抗任何形式的仇恨,NBA
173,[花邊] Kenny Smith休賽季用了Curry菜單特訓,NBA
174,[新聞] KBM-熱火落選秀最新力作？　湖人棄將斯,NBA
175,[花邊] KG:別忘了可愛 他和PG將會統治聯盟,NBA
176,[BOX ] Kings 101:109 Lakers (Preseason),NBA
177,[情報] 黃仁泰裁判從新賽季開始將升格為NBA專職,NBA
178,[情報] Ayton：我不想談論鳳凰城太陽隊,NBA
179,[情報] Nurkic:我愛三巨頭，場上的空間太大了,NBA
180,[新聞] NBA／24歲莫蘭特「還是孩子」 聯盟：共同,NBA
181,[花邊] Shaq接任Reebok籃球總裁，AI為副總裁,NBA
182,[新聞] ESPN評第34名　Irving：誰在乎,NBA
183,[花邊] KG：普洱是新的哈登，將是聯盟前五得分手,NBA
184,[公告] NBA 板 開始舉辦樂透!,NBA
185,[花邊] DeAndre Jordan簽名在小朋友頭上,NBA
186,[BOX ] Magic 122:105 Pelicans (Preseason),NBA
187,[BOX ] Bucks 102:108 Grizzlies (Preseason),NBA
188,[新聞] KBM-布魯克斯轉戰火箭首秀又「搗蛋」　一,NBA
189,[BOX ] Pacers 103:122 Rockets (Preseason),NBA
190,[外絮] 字母哥:我跟小李不會有球權問題,NBA
191,[情報] 火腿要AD每場投6顆3分,NBA
192,Re: [情報] 金塊有意給予 Jamal Murray 超級頂薪續約,NBA
193,[情報] 前超音速球員Russ在西雅圖第一次打比賽,NBA
194,[花邊] 阿肥光速發生今年第一個 turnover,NBA
195,[BOX ] Nuggets 115:107 Suns (Preseason),NBA
196,[公告] NBA 樂透開獎,NBA
197,[BOX ] Jazz 98:103 Clippers (Preseason),NBA
198,[BOX ] Breakers 66:106 Trail Blazers 熱身賽數據,NBA
199,[花邊] 魔獸IG：一定給台灣一個驚喜,NBA
200,[花邊] 球星第一年跟現在的照片比較,NBA
201,[花邊] Dillon自稱「反派角色Dillon」,NBA
202,[情報] 國王隊裁掉 Jeremy Lamb,NBA
203,[情報] 2023-24賽季ESPN 球員排名 第11-50名,NBA
204,[情報] 26屆全美第一 AJ Dybantsa 宣布跳級,NBA
205,[情報] Zion Williamson 將於明天熱身賽先發出場,NBA
206,[情報] 2023-24賽季ESPN 球員排名 第51-100名 ,NBA
207,[花邊] Ben Simmons: 兩年來在場上感覺最好的一天,NBA
208,[情報] Brendan Malone過世（金塊教練的父親,NBA
209,[BOX ] Mavericks 123:127 Real Madrid 熱身賽數據,NBA
210,[Live] 熱身賽  太攀蛇 @ 巫師,NBA
211,[情報] 2023-24 賽季 各隊GM 問卷調查出爐!,NBA
212,[Live] 熱身賽  黃蜂 @ 熱火,NBA
213,[Live] 熱身賽     騎士 @ 老鷹,NBA
214,[Live] 熱身賽     魔術 @ 鵜鶘,NBA
215,[Live] 熱身賽     公鹿 @ 灰熊 ,NBA
216,[Live] 熱身賽     溜馬 @ 火箭,NBA
217,[情報] Dillon Brooks 因偷桃被驅逐出場,NBA
218,[花邊] Jimmy Butler新賽季頭像,NBA
219,[Live] 熱身賽 爵士 @ 快艇,NBA
220,[BOX ] Taipans 82:145 Wizards (Preseason),NBA
221,[Live] 熱身賽  金塊 @ 太陽,NBA
222,[BOX ] Cavaliers 107:108 Hawks (Preseason),NBA
223,[花邊] NBA本季將有韓國籍裁判,NBA
224,[BOX ] Hornets 109:113 Heat (Preseason),NBA
225,[Live] 熱身賽    塞爾提克 @ 尼克,NBA
226,[Live] 熱身賽 馬刺 @ 雷霆,NBA
227,[花邊] 斑馬休賽季增重20磅,NBA
228,[Live] 熱身賽  籃網 @ 湖人,NBA
229,[花邊] Herro：很高興拓荒者不要我，我也不想去,NBA
230,[花邊] Ben Simmons 賽前練投,NBA
231,[花邊] 17歲的 Luka Doncic vs. OKC,NBA
232,[BOX ] Celtics 107:114 Knicks (Preseason),NBA
233,[BOX ] Spurs 121:122 Thunder (Preseason),NBA
234,[情報]Wembanyama成為馬刺14年來第一個季前賽20+新秀,NBA
235,[BOX ] Nets 126:129 Lakers 熱身賽數據,NBA
236,[公告] NBA 樂透開獎,NBA
237,[公告] NBA 板 開始舉辦樂透!,NBA
238,[花邊] Chet:斑馬這頭槌是個難以阻擋的招數,NBA
239,[花邊] LBJ：05年我就在Vegas打球了  AD：哇靠,NBA
240,[新聞] 馬刺、雷霆熱身賽獨角獸大戰！斑馬大讚雷霆榜眼「偉大」,NBA
241,[花邊] 近三季stepback三分 77最多咖哩最準,NBA
242,[情報] LBJ：遺憾聽到有人說Rich Paul成功是靠我,NBA
243,[公告] 國慶水桶,NBA
244,[情報] Duncan在不同decade間的數據和成就比較,NBA
245,[BOX ] Suns 130:126 Pistons (Preseason),NBA
246,[花邊] 美國國家隊正積極追求 Jrue Holiday 回歸,NBA
247,[情報] 快艇無意在哈登的交易中提高報價,NBA
248,[花邊] Jaylen Brown 褲子穿反了,NBA
249,[Live] 熱身賽    國王 @ 暴龍,NBA
250,[Live] 熱身賽    溜馬 @ 灰熊,NBA
251,[Live] 季前熱身賽 爵士 @ 快艇,NBA
252,[BOX ] Sixers 106:114 Celtics 熱身賽數據,NBA
253,[情報] Woj：有些已表態打奧運的全明星不會被邀,NBA
254,[花邊] Brandon Ingram穿熱狗裝進場,NBA
255,[BOX ] Pacers 122:127 Grizzlies 熱身賽數據,NBA
256,[花邊] Tatum:夏天跟Pierce訓練增重了12磅,NBA
257,[BOX ] Kings 99:112 Raptors／Jazz 101:96 Clippers 熱身賽數據,NBA
258,[花邊] Dillon Brooks 跳舞,NBA
259,[情報] 鬼神艾倫：單節46分可能今年會常常發生,NBA
260,[討論] 虎撲球迷整理的Ayton與太陽恩怨情仇?,NBA
261,[花邊] 小李談個人形象與沒能去熱火,NBA
262,[花邊] 期待值拉滿了！美媒：Simmons今日要上場,NBA
263,[情報] Kai Jones吹密,NBA
264,[情報] Nemanja Bjelica 據報可能退役,NBA
265,[BOX ] Lakers 108:125 Warriors (Preseason),NBA
266,[花邊] 咖哩、LBJ、AD賽後三人互動,NBA
267,[公告] NBA 樂透取消,NBA
268,[公告] NBA 板 開始舉辦樂透!,NBA
269,[花邊] Kerr:CP3太棒惹，他讓比賽變得很簡單,NBA
270,[情報] NBA 各隊進軍季後賽 - 目前賠率觀察,NBA
271,[情報] Damian Lillard 有意出戰巴黎奧運,NBA
272,[新聞] 坦言打球從不是為了錢 泰托姆：已經賺,NBA
273,[花邊] 鉛筆代表美國隊 斑馬：為喀麥隆感到難過,NBA
274,[新聞] 加入勇士讚新隊友Thompson CP3：看見一個殺手,NBA
275,Re: [情報] 艾頓稱自己在拓荒者能打出歐肥般的統治力,NBA
276,[花邊] Kyrie Irving 跟Michael B.Jordan比賽投籃,NBA
277,[花邊] NFL 比爾四分衛進攻時狂喊Lebron James,NBA
278,[情報] 小李、字母哥、蜜豆湯今天都不會上,NBA
279,[Live] 熱身賽   公牛 @ 公鹿,NBA
280,[情報] Payton Pritchard和青賽提前續約 4y/30M,NBA
281,[花邊] Evan Fournier:”我想打球”,NBA
282,[Live] 季前熱身賽 太陽 vs 活塞,NBA
283,[BOX ] Bulls 102:105 Bucks (Preseason),NBA
284,[Live] 季前熱身賽 七六人 @ 青賽,NBA
285,[花邊] 小李和Curry是單場50分以上最多的球員，2,NBA
286,[花邊] 可愛和龜龜練習跳舞,NBA
287,[情報] LBJ在不同decade間的數據和成就比較,NBA
288,[情報] 奧運美國隊將有機會有4位MVP,NBA
289,[花邊] 吉巴打牌,NBA
290,[新聞] 新賽季打4號？戴維斯：不用擋拆100次感覺,NBA
291,[外絮] Lue: 將會在例行賽裡全力以赴進入季後賽,NBA
292,[花邊] 歷史真實命中率排行 狗貝67.1%第一,NBA
293,[花邊] Kuzma：第一次當球隊領袖，我一直在等待,NBA
294,[情報] Kerr：「湖人暴露了我們的短處」,NBA
295,[情報] 籃網教練：我們希望看到的事情正在發生,NBA
296,[花邊] A Lin 合影Scottie Pippen,NBA
297,[外絮] Holiday 的妻子在 IG 上批評公鹿管理層,NBA
298,[Live] 季前熱身賽 灰狼 @ 獨行俠,NBA
299,[情報] Ricky Rubio 將缺席季前訓練營,NBA
300,[BOX ] Timberwolves 104:96 Mavericks (Preseason),NBA
301,[情報] ESPN西區排名預測：第一灰熊,NBA
302,[Live] 湖人 @ 勇士~熱身賽,NBA
303,[情報] 金塊有意給予 Jamal Murray 超級頂薪續約,NBA
304,[外絮] Herro談新賽季目標：成為球隊非賣品,NBA
305,[花邊] Covington Batum:我們一直在跑步,NBA
306,[情報] LBJ想打至少3場季前賽但不打勇士季前首戰,NBA
307,[花邊] 金塊：阿肥今年多少碼數？,NBA
308,[花邊] 小李:字母哥叫我做自己就好,NBA
309,[花邊] LBJ:夏天只有八村跟我訓練  我們還去旅遊,NBA
310,[花邊] 勇士支付$50M權利金成功取得WNBA擴編權,NBA
311,[花邊] Batum：我們進行了大量跑動訓練，我們想,NBA
312,[花邊] ESPN放了復仇者聯盟改編的2024美國奧運隊,NBA
313,[花邊] New Balance 新廣告,NBA
314,[情報] JT：我尊重所有隊友，我不會介入管理階層,NBA
315,[新聞] 湯普森期盼82場全勤 自曝從小就看保羅,NBA
316,[新聞] Embiid表態加入美國隊 詹姆斯：期待明年,NBA
317,[情報] 英雄哥：很高興能續留熱火,NBA
318,[情報] Lillard：每個人都會有被抨擊的時候，我,NBA
319,[情報] 新賽季的目標？ Williamson：我只想贏,NBA
320,"[情報] Jaylen Brown, Paul Pierce 一起訓練",NBA
321,[花邊] 莫雷不太可能因哈登的行為被迫交易他,NBA
322,[花邊] LBJ等湖人球員預計觀戰WNBA總冠軍賽G1,NBA
323,[外絮] KD與渡邊重聚，良好的化學反應從籃網延續,NBA
324,[情報] KD：如果我們沒奪冠，那就會被駡死 ,NBA
325,[花邊] 上季團隊氣氛不佳 圍巾:不是Poole的錯,NBA
326,[花邊] 小李：他們不讓字母灌籃，就等著被我射爛,NBA
327,[情報] Danuel House：Nurse 執教大家都有球打,NBA
328,[公告] NBA 板 開始舉辦樂透!,NBA
329,[花邊] Jimmy Butler回覆Max Strus,NBA
330,[情報] PG: 如果我能決定，當然想在快艇打到退役,NBA
331,[討論] 哪個教練最能根據場上情況靈活使用戰術??,NBA
332,[花邊] 西門練習時連續命中10個罰球,NBA
333,[花邊] 火箭開了半小時影片會議 回顧上季犯的錯,NBA
334,[情報] WOJ:哈登的交易價值比以前的西門更差,NBA
335,[Live] 季前熱身賽 獨行俠 @ 灰狼,NBA
336,[花邊] Joel Embiid 加入美國男籃  出戰巴黎奧運,NBA
337,[情報] Udoka：我沒有針對哈登，但火箭要養新人,NBA
338,[BOX ] Mavericks 99:111 Timberwolves (Preseason),NBA
339,[公告] NBA 樂透開獎,NBA
340,[花邊] LBJ聽到自己正式成為現役最老球員的反應,NBA
341,[外絮] 哈登為何會選擇回到七六人隊？,NBA
342,Re: [花邊] Joel Embiid 加入美國男籃  出戰巴黎奧運,NBA
343,[花邊] Malone：Jokic的馬廄越來越大了,NBA
344,[花邊] 羅納度 今天現身觀看獨行俠對灰狼熱身賽,NBA
345,[討論] Devin Vassell新秀延長合約細節。,NBA
346,[花邊] 籃網主場最新一次財報顯示虧損$76M,NBA
347,[花邊] 達拉斯全隊在沙漠中騎駱駝,NBA
348,[情報] 值得期待哦！Beal：我們希望成為一支精英,NBA
349,[情報] Kerr：Klay很強壯，新賽季他會多打4號位,NBA
350,[花邊] Woj談哈登：他想讓76人不舒服,NBA
351,Re: [情報] Kerr要讓KT守4號位（場上是KT/Curry/,NBA
352,[情報] Donovan Mitchell 親口確認將不會提前續約,NBA
353,[討論] 現在NBA打4號位的身高,NBA
354,[花邊] JJJ 回顧Nowitzki在2011年總冠軍戰影片,NBA
355,Re: [花邊] 籃網主場最新一次財報顯示虧損$76M,NBA
356,[花邊] 吉巴：我不爽的是小李去A.Griffin的球隊,NBA
357,[情報] Harden加入76人訓練營,NBA
358,"[情報] 魔術執行 Banchero, Suggs, Franz Wagner 的球隊選擇權",NBA
359,[花邊] 斑馬：很高興波波終於罵我了,NBA
360,[情報] 勇士隊 公布首場熱身賽先發名單,NBA
361,[花邊] 小李將申請與妻子 Kay'La Lillard 離婚,NBA
362,[花邊] Malone：湖人在談論我們？過4個月了耶,NBA
363,[外絮] 杰倫訓練營練左手運球 但還是不太妙,NBA
364,[花邊] Poole：以前沒和有空接威脅的球員合作過,NBA
365,[情報] Ben Simmons 談籃網隊防守: 有點可怕,NBA
366,[花邊] 渡邊：我來到太陽是因為KD，我真的很喜歡,NBA
367,[情報] Harden現在不在訓練營但之後會出席,NBA
368,[花邊] Anunoby傳簡訊給Lillard: 歡迎來到多倫多,NBA
369,[情報] 湖人隊2023-24 訓練營名單,NBA
370,[情報] Kerr要讓KT守4號位（場上是KT/Curry/CP3,NBA
371,[情報] 皇馬中鋒Edy Tavares被認為會在明年加入NBA,NBA
372,[花邊] Tyronn Lue 談當今防守,NBA
373,[花邊] Lebron James 20年前/後的形象照,NBA
374,[新聞] 各隊大力補強…金塊雙星沒在怕 喊話複製,NBA
375,[花邊] NBA上一季得分14+真實命中率65%以上,NBA
376,[花邊] MJ成為富比士400富豪榜首位運動員,NBA
377,[情報] 槍西：Scoot是那種隊友樂於與之相伴的人,NBA
378,[花邊]玫瑰向Ja Morant說我不是來這當你的保姆,NBA
379,[花邊] Jokic：暑假還是有練球 Murray: 並沒有,NBA
380,[花邊] 波波：如果Ginobili能放替補，任何人都行,NBA
381,[花邊] 群雄爭霸！美媒曬下賽季多組三巨頭問：,NBA
382,[新聞] CCY-談上季退休傳聞 詹皇終於卸下心防,NBA
383,[花邊] 小李經紀人私下跟公鹿說不要讓拓荒者知道,NBA
384,[外絮] 嘴綠：如果你看過CP3打球，他還滿混蛋的,NBA
0,Re: [新聞] 幕後／民進黨員卻代表民眾黨與國民黨談「,HatePolitics
1,[黑特] 台灣的食安是世界級笑話嗎?,HatePolitics
2,Re: [討論] 賴清德願意被大學生洗臉是加分扣分？,HatePolitics
3,Re: [討論] 如果桃園市長現在是林智堅？,HatePolitics
4,Re: [新聞] 快訊／為藍白合再拋「折衷方案」　侯友宜,HatePolitics
5,Re: [新聞] 學生問「死刑態度」 侯友宜「堅決反廢死,HatePolitics
6,[新聞] 標示不實液蛋流向全曝光！知名食品大廠、,HatePolitics
7,Re: [討論] 小黃卡上有高端是不是就先排除,HatePolitics
8,[公告] 暫行板規,HatePolitics
9,[公告] 政黑板主選舉-預先公告細節,HatePolitics
10,[公告] 2024板主參選名單(投票已開 按大V投票),HatePolitics
11,[公告] 有人投票遇到問題嗎==,HatePolitics
12,[公告] 政治黑特板板規__20231015,HatePolitics
13,[討論] 在此鄭重告訴柯粉：KMT真的不急,HatePolitics
14,[討論] 柯文哲若當選,HatePolitics
15,Re: [討論] 菱傳媒 賴42.62 柯24.93 侯22.29,HatePolitics
16,[討論] 蘋果承認新機有燒屏問題,HatePolitics
17,Re: [新聞] 快訊／為藍白合再拋「折衷方案」　侯友宜,HatePolitics
18,Re: [新聞] 快訊／為藍白合再拋「折衷方案」　侯友宜,HatePolitics
19,[新聞]民眾黨被爆霸YouBike宣傳 網譙:到哪都要寄,HatePolitics
20,[討論] 歷史上有賴清德這麼可憐的候選人嗎？,HatePolitics
21,[討論] 我認為季後賽應該三戰兩勝制,HatePolitics
22,[討論] 藍白合各退一步可行嗎？,HatePolitics
23,[討論] 現在DDP要挺侯並且打柯才正確~,HatePolitics
24,Re: [新聞] 北市政前顧問爆斂財！　狠詐家長30萬「,HatePolitics
25,[新聞] 幕後／民進黨員卻代表民眾黨與國民黨談「,HatePolitics
26,[討論] 發言人扯後腿很正常？,HatePolitics
27,Re: [新聞] 【禁聞】中共不撤僑遭譏諷: 吳京開軍艦接,HatePolitics
28,[討論] 小黃卡上有高端是不是就先排除,HatePolitics
29,[新聞] 柯文哲民調「驚天逆襲」！賴清德震撼變,HatePolitics
30,[黑特] 恭喜全民都吃到巴西蛋！？,HatePolitics
31,Re: [新聞] 北市政前顧問爆斂財！　狠詐家長30萬「,HatePolitics
32,[討論] 侯主郭副柯文哲就完蛋了吧,HatePolitics
33,[討論] 對柯文哲最有利的是操作棄保成功,HatePolitics
34,[討論] 北市前顧問 跟柯文哲有什麼關係?,HatePolitics
35,Re: [討論] 金溥聰真的完全看透民眾堂的手法了,HatePolitics
36,[討論] 如果桃園市長現在是林智堅？,HatePolitics
37,[討論] 賴清德願意被大學生洗臉是加分扣分？,HatePolitics
38,[新聞] 李鴻源深夜道歉！昔控口罩國家隊賺回扣,HatePolitics
39,[討論] 柯粉是不爽破局還是藍白合？,HatePolitics
40,[討論] kmt大膽一點吧,HatePolitics
41,[討論] 柯文哲手下戰將有誰？,HatePolitics
42,[討論] 郭董5趴？6趴？為何連署沒反應在民調？,HatePolitics
43,[討論] 認真問 柯粉是不是真的覺得柯文哲會贏 ?,HatePolitics
44,[黑特] 你各位藍白選民不會自己合嗎？,HatePolitics
45,[新聞] 快訊／為藍白合再拋「折衷方案」　侯友宜,HatePolitics
46,[討論] 民調能服人郭董就不會出來選了好嗎~~~~~,HatePolitics
47,[討論] 蔡英文假博士認同卡+1 可有效排綠,HatePolitics
48,[新聞] 【禁聞】中共不撤僑遭譏諷: 吳京開軍艦接,HatePolitics
49,[黑特] 認真討論，柯郭合誰要當正的？,HatePolitics
50,Re: [新聞] 北市政前顧問爆斂財！　狠詐家長30萬「,HatePolitics
51,[討論] 開航母來也沒面子可言了，拜登中東峰會被放鴿子,HatePolitics
52,[討論] 伺服器這種低階組裝為啥能炒到那麼高,HatePolitics
53,[新聞] 金溥聰稱若只二選一沒有下一步?侯辦:誤,HatePolitics
54,Re: [討論] 柯文哲真的不接受當副總統?,HatePolitics
55,[討論] 柯文哲連侯友宜請假都包牌,HatePolitics
56,[討論] 柯粉不用去看精神科？,HatePolitics
57,[討論] 今天跑去龍潭放鞭炮？,HatePolitics
58,Re: [討論] 對柯文哲最有利的還是藍白合,HatePolitics
59,[討論] 賴清德可以看要躲著還是躺著就好嗎？,HatePolitics
60,[新聞] 昔稱自己人幫三星阻礙台積電 網酸張善政,HatePolitics
61,[討論] 八年前的此時候選人已經大勢底定,HatePolitics
62,[討論] 哈柯士為什麼對自己那麼沒信心,HatePolitics
63,Re: [討論] 賴清德可以看要躲著還是躺著就好嗎？,HatePolitics
64,Re: [討論] 對柯文哲最有利的還是藍白合,HatePolitics
65,[新聞] 替郭台銘連署每人發四百元 新埔鎮代主席,HatePolitics
66,[討論] 菱傳媒 賴42.62 柯24.93 侯22.29,HatePolitics
67,Re: [討論] 賴清德可以看要躲著還是躺著就好嗎？,HatePolitics
68,[討論] 藍白不合，到底會不會影響藍營立委選情？,HatePolitics
69,Re: [討論] 姚立明：2018民進黨決定將柯推向藍營,HatePolitics
70,Re: [新聞] 北市政前顧問爆斂財！　狠詐家長30萬「,HatePolitics
71,[討論] 主流民意版：KMT會先泡沫化,HatePolitics
72,Re: [討論] 賴清德可以看要躲著還是躺著就好嗎？,HatePolitics
73,[黑特] 柯文哲聰明但還是閩南種,HatePolitics
74,Re: [討論] 為什麼科技業領袖挺賴清德居多？,HatePolitics
75,[討論] 史上最強情勒大師 柯文哲,HatePolitics
76,[黑特] 智障都知道藍白合結果柯正 民進黨會爽死,HatePolitics
77,Re: [討論] 對柯文哲最有利的還是藍白合,HatePolitics
78,[新聞] 看到2024藍白整合竟陷亂局 沈富雄驚吐4點,HatePolitics
79,[討論] 柯賴侯3人的領袖特質,HatePolitics
80,Re: [討論] 高嘉瑜團隊跟吳欣岱現場吵起來了啦,HatePolitics
81,Re: [新聞] 台積電不考慮進駐龍潭 蘇貞昌酸「選,HatePolitics
82,[討論] 姚立明：2018民進黨決定將柯推向藍營,HatePolitics
83,[討論] 以色列,HatePolitics
84,[討論] 金溥聰真的完全看透民眾堂的手法了,HatePolitics
85,Re: [討論] 為什麼科技業領袖挺賴清德居多？,HatePolitics
86,Re: [討論] 姚立明：2018民進黨決定將柯推向藍營,HatePolitics
87,[新聞] 郭陣營示好：與柯有高度共識,HatePolitics
88,[討論] 古今中外有像柯文哲這種政治人物嗎？,HatePolitics
89,[討論] 柯文哲不要拖台錢,HatePolitics
90,[討論] 前瞻計畫是不是跟十大建設一樣？,HatePolitics
91,[討論] 有新希望蔣萬安在，藍營何必急於一時？,HatePolitics
92,[新聞] 北市政前顧問爆斂財！　狠詐家長30萬「,HatePolitics
93,Re: [討論] 柯文哲真的不接受當副總統?,HatePolitics
94,[討論] 急！！這幾年民主進步了什麼？,HatePolitics
95,[討論] 如果拜登在以色列被炸美爸會核平HMS嗎？,HatePolitics
96,[討論] 以色列終究成了他們討厭的人,HatePolitics
97,Re: [討論]若國民黨同意全市話去做民調能贏嗎?,HatePolitics
98,Re: [黑特] 美國眾議院議長選舉中,HatePolitics
99,Re: [討論] 急！！這幾年民主進步了什麼？,HatePolitics
100,[黑特] 蟻圾劣炸醫院死500人,HatePolitics
101,Re: [討論] 藍白都可以接受的民調辦法,HatePolitics
102,Re: [討論] 急！！這幾年民主進步了什麼？,HatePolitics
103,[討論] 笑死 破麻執政 國小畢旅8000多,HatePolitics
104,[討論] 可以灌海水進入哈瑪斯的地道嗎？,HatePolitics
105,Re: [討論] 柯文哲真的不接受當副總統?,HatePolitics
106,Re: [討論] 為什麼科技業領袖挺賴清德居多？,HatePolitics
107,[討論] 賴清德意外的很像椎名立希,HatePolitics
108,[討論] 韓國瑜意外的很像戶山香澄,HatePolitics
109,[討論] 侯友宜意外的很像丸山彩,HatePolitics
110,[討論] 金溥聰意外的很像白鷺千聖,HatePolitics
111,[討論] 高嘉瑜意外的很像要樂奈,HatePolitics
112,[討論] KMT喊話盡快二次會,HatePolitics
113,[討論] 對柯文哲最有利的還是藍白合,HatePolitics
114,Re: [新聞] 柯營堅持民調二選一 金溥聰：不接受折衷,HatePolitics
115,Re: [討論] 對柯文哲最有利的還是藍白合,HatePolitics
116,Re: [討論] 對柯文哲最有利的還是藍白合,HatePolitics
117,[討論] 藍白要合很簡單,HatePolitics
118,[黑特] 不得不說柯P是佈局高手,HatePolitics
119,[討論] 藍白和就是政治自殺,HatePolitics
120,[討論] 柯不能再犯一次關鍵錯誤,HatePolitics
121,Re: [討論] 對柯文哲最有利的還是藍白合,HatePolitics
122,[討論] 韓將成為這場選舉的最關鍵人物,HatePolitics
123,[新聞] 柯文哲談潛艦國造1句話！486先生傻眼「這,HatePolitics
124,Re: [討論] 柯不能再犯一次關鍵錯誤,HatePolitics
125,[黑特] 美國眾議院議長選舉中,HatePolitics
126,[討論] 藍白談判失敗，柯文哲要負責吧,HatePolitics
127,[討論] 藍營原來主流態度不是抖m啊,HatePolitics
128,[討論]若國民黨同意全市話去做民調能贏嗎?,HatePolitics
129,[新聞] 取消以色列之行 黃仁勳提早來台明將出席為鴻海科技日站台,HatePolitics
130,[討論] 別合了吧，直接棄保KMT就好,HatePolitics
131,Re: [討論] 柯不能再犯一次關鍵錯誤,HatePolitics
132,[討論] 柯文哲真的不接受當副總統?,HatePolitics
133,Re: [討論] 為什麼科技業領袖挺賴清德居多？,HatePolitics
134,[討論] 郭柯合 是不是導致加起來民調更低？,HatePolitics
135,"[討論] 藍白合只有侯柯配,沒有柯侯配",HatePolitics
136,[討論] 如果大陸套用陳吉仲的經濟模型,HatePolitics
137,Re: [討論] 哥倫布的故事,HatePolitics
138,[討論] 寶寶說不可能接受開放式初選,HatePolitics
139,[討論] 賴桑：高加魚從來沒有一次 沒照黨團投票,HatePolitics
140,[黑特] 侯辦扮猴，不用玩了,HatePolitics
141,[討論] 為什麼甲魚吸不到白粉,HatePolitics
142,[討論] 藍白都可以接受的民調辦法,HatePolitics
143,[公告] 我愛 是因為我存在 takashi001 2-2,HatePolitics
144,[討論] 柯媽媽這張照片太猛了吧…..,HatePolitics
145,[討論] 藍白不合，賴副真正慌了！,HatePolitics
146,[新聞] 「黑菊」到底有沒有法院認證？ 答案讓鄭,HatePolitics
147,[討論] 大陸人都支持CF,HatePolitics
148,[討論] 手機丟掉這中間到底有沒有什麼關聯性,HatePolitics
149,[討論] 徐巧芯公布的錄音檔到底有沒有變造?,HatePolitics
150,[討論] 身為綠粉真的很可悲吧？,HatePolitics
151,[黑特] 綠共真的沒高度,HatePolitics
152,[討論] 美國不附帶任何條件支援以色列4458億ROC?,HatePolitics
153,[新聞] 高科技大老挺賴！封測大廠京元電創辦人蕭,HatePolitics
154,[黑特] 看來要先郭柯合了,HatePolitics
155,[討論] 可以討論韓國的不良快篩嗎？,HatePolitics
156,[黑特] 老K一定會縮的啦,HatePolitics
157,[討論] 為什麼科技業領袖挺賴清德居多？,HatePolitics
158,Re: [黑特] 陳其邁：「民主初選會變成動員大會」,HatePolitics
159,[討論] 吳欣岱：「信賴台灣 真欣相岱」,HatePolitics
160,[討論] 不良快篩可以用效益的概念來套嗎？,HatePolitics
161,[新聞] 台積電不考慮進駐龍潭 蘇貞昌酸「選對人,HatePolitics
162,[新聞] 柯營堅持民調二選一 金溥聰：不接受折衷,HatePolitics
163,Re: [討論] 柯批一直失言 怎麼還有一堆人支持?,HatePolitics
164,Re: [討論] 為什麼科技業領袖挺賴清德居多？,HatePolitics
165,Re: [新聞] 高科技大老挺賴！封測大廠京元電創辦人蕭,HatePolitics
166,[新聞] 對手現身造勢場！高嘉瑜痛批吳欣岱：背刺,HatePolitics
167,[討論] 柯郭vs賴蕭vs侯韓 才好看,HatePolitics
168,[討論] 高嘉瑜團隊跟吳欣岱現場吵起來了啦,HatePolitics
169,Re: [討論] 桃園龍潭應該謝謝徐玉樹議員吧,HatePolitics
170,[討論] 為什麼綠粉不討厭王世堅 卻討厭高嘉瑜?,HatePolitics
171,[討論] 柯會不會怕藍太弱，沒辦法三黨不過半？,HatePolitics
172,[討論] 吳欣岱跑去踢館高嘉瑜喔？,HatePolitics
